"Day","Solar","Wind","Coal","Nuclear"
2012-08-31,80917.9783952738,36138.5482514567,328497.200762673,9998.25880642944
2012-09-01,47558.2318881231,21285.0154001374,347723.027750213,9994.46123927694
2012-09-02,39930.8169364116,17909.9538899331,339823.79224218,10006.2451195181
2012-09-03,45105.2145163607,20275.2616725493,281644.717421004,9998.27684223965
2012-09-04,65689.8996927644,29594.2421363843,243945.612237372,10009.9049379151
2012-09-05,58603.0465042463,26461.4244678977,256268.066637218,10003.8938824394
2012-09-06,29528.9600411041,13364.142563063,327302.882904793,15288.6390595997
2012-09-07,89421.1921455322,40564.7565031081,299912.147124626,10012.7879622903
2012-09-08,62318.7281982353,28337.2724886606,333049.670483383,10002.3260994266
2012-09-09,60517.7169546368,27584.7246170003,338176.463792947,9994.87996783677
2012-09-10,59210.2502219578,27054.8605813495,309769.169338827,9999.70638188349
2012-09-11,65698.4302638946,30094.0992169426,285135.14172034,9987.80410503789
2012-09-12,43413.3339306886,19936.234827603,353780.478299097,9993.01103796853
2012-09-13,94059.4145154946,43304.362014955,324258.382262738,10022.281295375
2012-09-14,41418.2425758519,19118.1634181118,359560.436857792,10023.5908506193
2012-09-15,57161.3331303135,26454.3910005911,351554.827704055,9995.3095510715
2012-09-16,58756.7499760133,27265.2775144809,333498.100732363,9973.39436694698
2012-09-17,80092.4084187085,37266.285003433,255192.139332964,9984.49087564136
2012-09-18,46044.380967686,21482.749455977,276271.602159012,10009.8787701956
2012-09-19,51451.7470263788,24072.3089018719,326281.743400724,10001.9890989909
2012-09-20,41813.7358544467,19618.1000341583,340123.288027207,10005.907124216
2012-09-21,22280.3466132497,10483.2575618464,328664.137874978,29111.6163114451
2012-09-22,33108.5390057175,15623.0813358453,350958.618351759,10003.2374696614
2012-09-23,102723.022721623,48614.1716757186,286459.774498713,10001.5654917712
2012-09-24,71394.5186110075,33887.8868188929,273945.890366829,10004.5347161383
2012-09-25,46822.8430057775,22291.4361114619,291032.089980886,10002.3982288112
2012-09-26,65379.6862540868,31220.5047666426,314976.571888256,9988.84430644024
2012-09-27,50918.928411325,24389.8634997997,310435.116161997,9998.49091043203
2012-09-28,42898.6208441648,20612.122532521,312447.839281879,10012.3605125577
2012-09-29,49475.8345238418,23847.2370072056,297648.271961483,10006.3922971708
2012-09-30,40346.5182554391,19508.9043428542,286954.393868272,9995.5346695484
2012-10-01,60959.3706351103,29570.9672301977,245704.014937527,10012.987986144
2012-10-02,31257.2559565025,15212.1481302578,269983.474612958,10001.0045111814
2012-10-03,42322.5260546319,20665.3308124876,331150.559359569,10011.1189445838
2012-10-04,51590.2846469843,25274.7153579359,331658.261388323,10011.9696119906
2012-10-05,61236.9259172195,30102.0327904999,322651.00887098,10003.9521855358
2012-10-06,64745.0813412481,31935.2181054781,318610.97973204,10002.6567073423
2012-10-07,35317.6464545057,17480.4308899342,307061.601731574,9984.87445965146
2012-10-08,46618.2235703283,23154.2131362309,262767.853445116,10002.8697606961
2012-10-09,38375.3819781978,19127.4750077076,250257.435834553,10004.3589249765
2012-10-10,61347.0915597111,30686.4237210415,282546.581377096,9980.26112913736
2012-10-11,33767.6849512731,16951.8750332478,303103.108249149,9997.12005785029
2012-10-12,38652.1131421939,19474.6959106119,302931.853276324,10002.200256535
2012-10-13,68827.9094644147,34806.462647888,281592.208662283,9998.06330220671
2012-10-14,28722.1412965575,14578.9724854565,296929.48159692,10468.6434141655
2012-10-15,49871.0568409447,25409.167625538,251997.757095965,9995.74712152092
2012-10-16,44192.7312111481,22601.720200402,243011.615662203,9995.57737715155
2012-10-17,30854.2323432533,15840.5862389401,297309.789495841,9985.44561928225
2012-10-18,33011.5123841798,17013.9399785529,303396.487315493,10005.6046983435
2012-10-19,39268.1208708027,20317.9426777133,303207.312063088,10005.1050141606
2012-10-20,63475.2724090885,32973.2334975022,290021.719415744,10008.4035243885
2012-10-21,47281.7909400079,24659.5702026765,300671.170075505,9987.54779653625
2012-10-22,31283.5517389663,16381.7229364658,274843.985504172,9994.02237590101
2012-10-23,54560.9485205804,28687.6346301786,253631.060402346,9988.85901581077
2012-10-24,53654.8354138562,28327.5115264766,315702.409966096,9997.44556886459
2012-10-25,41622.7020602468,22066.5293002108,343859.993838888,9995.88690738972
2012-10-26,38473.5536240316,20482.7277931703,334809.044427807,9988.63506825015
2012-10-27,67279.4901245828,35970.5845232931,321704.95336275,10006.6246980172
2012-10-28,32797.0315701891,17609.8756677113,331819.230942791,9998.95111257992
2012-10-29,38599.7586126103,20815.2187735544,307099.600702509,9997.06404305112
2012-10-30,43762.7127126251,23702.4375857828,271153.990387109,10003.6856644277
2012-10-31,31086.0824635007,16910.8314341222,320793.285584963,9978.93584959096
2012-11-01,31485.987695231,17204.5903303128,322963.811631471,9995.97103342242
2012-11-02,40180.1951718728,22053.8807629215,318878.584993264,9985.18298630472
2012-11-03,65237.6092487319,35969.5461692399,305313.009736006,10015.2412089224
2012-11-04,19872.6246380895,11007.1307517474,304843.284754473,25106.2555956961
2012-11-05,32236.4248186365,17937.6619037348,274395.671476609,9987.23941958814
2012-11-06,54765.5239195116,30615.7167233838,241570.018116631,10013.0787033402
2012-11-07,54734.9918822135,30742.4641858271,301006.627925002,9991.51444431705
2012-11-08,30227.2370601068,17057.9476632249,320021.428939854,9995.39575007396
2012-11-09,47001.6352671809,26651.0508035131,307387.833063371,10015.2487170829
2012-11-10,43908.3388844388,25017.2643741616,322461.659181743,9997.63140365134
2012-11-11,25716.9284169787,14723.8643926502,335795.020108662,10013.9176461482
2012-11-12,45972.8510955717,26450.4203106047,294338.49251436,10006.1391085566
2012-11-13,56301.56501461,32553.5698931743,260181.781690023,9995.31582569954
2012-11-14,28116.3834957411,16338.1650808737,315691.601958693,9992.37170092061
2012-11-15,32076.6825694238,18733.4451704652,316660.967856023,9987.69353967432
2012-11-16,67408.2373153654,39568.0226342545,311374.465195214,10001.4076043255
2012-11-17,53753.8282054364,31714.8597803924,374086.19002246,10005.0925994367
2012-11-18,46415.1245351963,27526.6812580978,388105.528116523,9981.97542417148
2012-11-19,37892.3408497078,22589.4518072339,336303.734308719,9977.92429710439
2012-11-20,32953.7745651336,19748.6948311344,298438.658919526,10009.9318992053
2012-11-21,46282.7395750187,27883.699174015,342565.64782612,9996.35614085768
2012-11-22,37524.5190081485,22728.1326325922,368989.266913593,9998.76328791132
2012-11-23,33752.0738497956,20553.4928245184,387065.051364486,10009.0720741378
2012-11-24,43160.656690046,26425.8582962139,308499.287684797,9982.43279052035
2012-11-25,51883.184627912,31940.5928220201,345308.078681953,10001.0704808708
2012-11-26,18497.9850656522,11450.7922741177,324917.421293634,23871.5216328656
2012-11-27,18486.7880453029,11507.6564323638,298975.722331752,22488.1343675639
2012-11-28,31753.2229212985,19876.8322661858,328544.431895244,10012.9984251253
2012-11-29,42751.4884494521,26913.131356877,332827.641097546,10007.7023710753
2012-11-30,29110.9975764115,18430.7700142428,376215.16404477,10007.8250813324
2012-12-01,59108.341446652,37638.1622874885,390646.389276634,9989.64495822019
2012-12-02,38980.0702541795,24965.221308769,406699.674113062,10004.3373433212
2012-12-03,26382.3013581594,16995.6837706695,380024.417518409,9972.24703594631
2012-12-04,38128.288290893,24707.3694387097,344961.323742842,9992.54332347909
2012-12-05,36905.4017148114,24057.0584440933,409065.531406637,9979.80621245979
2012-12-06,26027.769758799,17068.0205463495,421034.14022721,10013.8287442231
2012-12-07,39233.7412682651,25883.3118994539,430419.162298328,9988.09184380077
2012-12-08,62626.632133614,41567.4599022682,432288.339026433,9990.96300715023
2012-12-09,33282.1212170588,22225.9431936864,425510.113613375,10001.4359730092
2012-12-10,29757.4173505081,19994.9239470663,395250.961695526,10008.9319894351
2012-12-11,34238.8155334033,23149.3711361822,369706.743254613,9997.435634818
2012-12-12,36830.8079042383,25058.1130186491,415339.955354988,10006.3313805506
2012-12-13,38162.9291039102,26128.6072592236,432711.207422717,10004.1138717933
2012-12-14,26231.0294467674,18073.7474546886,436446.067173693,10000.7889590549
2012-12-15,27165.8275057645,18838.0125625977,419558.258203027,9994.54664359224
2012-12-16,40652.8279407991,28372.8663494725,410157.05036289,10007.850888826
2012-12-17,38956.0295643538,27365.826308683,387239.74092661,10015.1679840767
2012-12-18,32817.5665158991,23205.0703259272,369910.467130264,9997.9979265728
2012-12-19,15044.6992167941,10708.3843551629,416365.865451385,32646.0748603573
2012-12-20,42194.9974475193,30233.3804816686,468894.706075732,10004.4382570864
2012-12-21,30984.1262201859,22349.7033717755,446273.716675528,10006.4258396413
2012-12-22,22095.4866607288,16045.9116324752,425468.640927357,9991.93632933101
2012-12-23,32711.6123659122,23917.3316383089,382834.359358914,10000.7168194579
2012-12-24,32923.3187863518,24237.4013066698,320096.754871581,9987.18654191572
2012-12-25,72756.7939836127,53932.3671516074,252679.285416544,9997.42161823753
2012-12-26,24903.6191445581,18588.9035795865,338997.680188251,9993.80223015523
2012-12-27,46541.118779042,34983.6801693899,358560.124491211,9996.07701849838
2012-12-28,24789.9608532954,18765.6649133989,347870.777309311,9996.85577485096
2012-12-29,28173.4269907989,21478.7695569743,358516.779631628,10000.5570861383
2012-12-30,25120.5891214574,19288.7195815712,351702.172549123,10004.2333657792
2012-12-31,25968.0893602764,20083.5174068976,328245.058039351,9997.37025717557
2013-01-01,35062.94618029,26731.1797475329,317068.352077483,10013.5672087374
2013-01-02,23747.0450810957,17976.1917863609,330083.097575959,9997.59418662004
2013-01-03,34100.6339310056,25632.5095380593,360558.337580654,10004.486726233
2013-01-04,24001.7927646496,17915.7498695037,359055.135120336,9993.85762243327
